id;lat;lon;name;description;review;image
15;41,9907944;21,4292052;Музеј на Град Скопје;Музејот е сместен во старата железничка станица која делумно била разурната во скопскиот земјотрес. Опфаќа музејски предмети од различни области: археологија, историја, етнологија, едукација.;3,76;https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Antigua_estaci%C3%B3n_de_ferrocarril%2C_Skopie%2C_Macedonia%2C_2014-04-17%2C_DD_15.JPG/740px-Antigua_estaci%C3%B3n_de_ferrocarril%2C_Skopie%2C_Macedonia%2C_2014-04-17%2C_DD_15.JPG
16;41,9938304;21,430859;Спомен куќа на Мајка Тереза;Единствен музеј во светот посветен на Мајка Тереза. Објектот се наоѓа на истото место каде пред земјотресот во 1963 година, имало католичка црква во која била крстена Мајка Тереза.;3,88;https://srceisusovo.mk/wp-content/uploads/2020/03/%D0%A1%D0%BF%D0%BE%D0%BC%D0%B5%D0%BD-%D0%BA%D1%83%D1%9C%D0%B08-min.jpg
17;41,9961298;21,4317375;Плоштад Македонија;Главен плоштад на градот Скопје, служи за културни, политички и други манифестации.;4,68;http://flatiron.mk/codeframe/external/media/source/square-macedonia/macedonia-square-skopje.jpg
18;41,9968594;21,4344917;Археолошки музеј на Македонија;Најзначајна и најстара музејска установа во Македонија, содржи артефакти од различни оддели на археологијата. Во рамки на музејот има и библиотека 6000 книги.;4,87;http://www.skopjeinfo.mk/sites/default/files/styles/large/public/article/images/2017/december/ned_na_arheologija.jpg?itok=7Au6kq5b
19;41,9649784;21,3945879;Милениумски крст;Се наоѓа на врвот Крстовар на планината Водно. Изграден е во 2002 година со височина од 66м.;4,26;http://flatiron.mk/codeframe/external/media/source/millennium-cross/maxresdefault.jpg
20;41,9962142;21,4319367;Водоскоци;Претставуваат забавен дел од Плоштад Македонија.;3,95;https://i.ytimg.com/vi/PHkXVd-iulw/maxresdefault.jpg
21;42,0011057;21,4371237;Турска Чаршија;Трговски и културно-историски дел во Скопје и една од најголемите знаменитости на градот. Во чаршијата преовладува отоманската и византиската архитектура.;3,98;https://plusinfo.mk/wp-content/uploads/2019/10/stara-carsija-1.jpg
22;42,0007998;21,4335484;Скопско кале;Тврдина сместена на високиот рид Градиште, била од стратешко значење со векови, нуди фантастичен поглед на градот.;4,16;https://upload.wikimedia.org/wikipedia/commons/c/cb/KaleFortress-Skopje1.JPG
23;41,9957099;21,435918;Мост на уметноста;Пешачки мост преку реката Вардар на кој се поставени статуи на познати уметници.;4,18;https://upload.wikimedia.org/wikipedia/commons/0/05/%D0%9C%D0%BE%D1%81%D1%82_%D0%BD%D0%B0_%D1%83%D0%BC%D0%B5%D1%82%D0%BD%D0%BE%D1%81%D1%82%D0%B0_%28%D0%A1%D0%BA%D0%BE%D0%BF%D1%98%D0%B5%29.JPG
24;42,0000777;21,4367907;Капан АН;Деловен и угостителски објект, поранешен ан, сместен во Старата скопска чаршија. Претставувал место во кое преноќувале трговски патници.;3,77;http://photos.wikimapia.org/p/00/01/49/39/30_big.jpg
25;42,0031171;21,4370475;Куршумли-ан;Поранешен ан, денес се користи за одржување на културни настани, сместен во Старата скопска чаршија. Има декоративни ѕидови и мали куполи кои се покриени со олово по што го добил своето име.;3,59;https://upload.wikimedia.org/wikipedia/commons/9/9b/Kurshumli-An-Skopje-MK.JPG
