id;lat;lon;name;description;review;image
20;41.1122420;20.7958365;Спомен куќа на Христо Узунов;"Спомен-куќа на Христо Узунов е родната куќа на познатиот преродбеник Христо Узунов изградена во средината на XIX век. Во предилинденскиот и поилинденскиот период куќата била централно револуционерно сврталиште. Во 1996 година куќата е повторно прогласена за споменик на културата и е отворена за посетители со постојаната изложба ""Национално-ослободителното движење во Охрид и Охридско"", со документи и предмети поврзани со Илинденскиот период и воопшто со народноослободителното движење во овој крај, а реконструирана е и една спомен-соба посветена на револуционерот.";4,17;https://upload.wikimedia.org/wikipedia/mk/thumb/1/19/%D0%9A%D1%83%D1%9C%D0%B0%D1%82%D0%B0_%D0%BD%D0%B0_%D0%A5%D1%80%D0%B8%D1%81%D1%82%D0%BE_%D0%A3%D0%B7%D1%83%D0%BD%D0%BE%D0%B2.JPG/450px-%D0%9A%D1%83%D1%9C%D0%B0%D1%82%D0%B0_%D0%BD%D0%B0_%D0%A5%D1%80%D0%B8%D1%81%D1%82%D0%BE_%D0%A3%D0%B7%D1%83%D0%BD%D0%BE%D0%B2.JPG
21;41.1132104;20.7915183;Плаошник;Плаошник е исклучителен археолошки комплекс со културни слоеви од праисторијата, антиката и средниот век. Пронајдени се неколку големи ранохристијански базилики, како и остатоците од црквата Свети Пантелејмон која ја изградил и во која работел Свети Климент Охридски.;3,56;https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Plaosnik_i_ezero.jpg/450px-Plaosnik_i_ezero.jpg
22;41.0468758;20.8020047;Lagadin;плажа;4,81;https://www.radiomof.mk/wp-content/uploads/2016/01/lagadin-photo-credit-ohridpress-arhiva.jpg
23;41.1152832;20.7910566;Самуилова тврдина;Самоиловата тврдинае средновековна тврдина во градот Охрид, првично изградена од кралот Филип II Македонски, а подоцна наречена по средновековниот цар Самоил. Тврдината и денес го претставува највисокиот дел на Охрид, кој се издига 100 метри над нивото на Охридското Езеро;3,93;https://upload.wikimedia.org/wikipedia/commons/thumb/8/84/Samuil%27s_Fortress_in_Ohrid_%28%D0%A1%D0%B0%D0%BC%D1%83%D0%B8%D0%BB%D0%BE%D0%B2%D0%B0_%D1%82%D0%B2%D1%80%D1%92%D0%B0%D0%B2%D0%B0_%D1%83_%D0%9E%D1%85%D1%80%D0%B8%D0%B4%D1%83%29.jpg/450px-Samuil%27s_Fortress_in_Ohrid_%28%D0%A1%D0%B0%D0%BC%D1%83%D0%B8%D0%BB%D0%BE%D0%B2%D0%B0_%D1%82%D0%B2%D1%80%D1%92%D0%B0%D0%B2%D0%B0_%D1%83_%D0%9E%D1%85%D1%80%D0%B8%D0%B4%D1%83%29.jpg
24;41.1124204;20.7909176;Св. Климент и Пантелејмон;Црквата Свети Климент и Пантелејмон се наоѓа во месноста Плаошник во стариот дел на Охрид. Црквата е изградена и осветена во 2002. година. Црквата Свети Климент и Пантелејмон е така наречена во чест на Свети Климент Охридски кој првобитно го изградил храмот на ова место и на Свети Пантелејмон на кого првобитно била посветена.;3,56;https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/2011_Ochryda%2C_Cerkiew_%C5%9Bw._Pantelejmona_%2802%29.jpg/300px-2011_Ochryda%2C_Cerkiew_%C5%9Bw._Pantelejmona_%2802%29.jpg
25;40.9140371;20.7406704;Манастир „Свети Наум“;Манастирот Св. Наум е изграден на висока карпа на најјужната точка на охридското езеро во месност со ретка природна убавина. Подигнувањето на овој манастир е поврзано со името на Св. Наум, Климентовиот соработник. Св. Наум, пред крајот на својот живот, го основал манастирот Св. Архангел и во 910 година бил погребан во него. Оваа црква по својот првобитен облик била речиси идентична на црквата „Св Пантелејмон“ во Охрид. Некаде помеѓу X и XIII век, Наумовата црква била потполно разурната и некаде околу XVI век, на нејзините темели била подигната сегашната црква.;3,74;https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Sveti_Naum_na_vlez.JPG/375px-Sveti_Naum_na_vlez.JPG
26;41.1120961;20.7941733;Црква „Св. Софија“;Света Софија е катедрален црковен храм во стариот дел на градот Охрид. Црквата е подигната по големата мисија на Св. Кирил и Методиј врз темелите на стара сакрална градба, а денешната црква се споменува дека била изградена (или обновена) за време на архиепископот Лав, кој во времето од 1035 до 1056 година се наоѓал на престолот на црквата. ;3,99;https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/St_Sophia_%28Ohrid%29.jpg/1920px-St_Sophia_%28Ohrid%29.jpg
27;41.0015571;20.8038176;Оревче;Плажа во близина на Градиште;4,34;
28;41.0768813;20.8005055;Metropolis Beach;плажа;3,02;
29;41.0172510;20.8097760;Peshtani Beach;плажа;4,84;
